CITY_CODE,CITY_NAME,CITY_COMMON_NAME,COUNTRY_CODE,COUNTRY_NAME,REGION,SUBREGION,LATITUDE,LONGITUDE,EFFECTIVE,OBSOLETE
SA631,Saint Louis,Saint Louis,3810,Senegal,Africa,Sub-Saharan Africa,16.025,-16.49166667,,0
SA520,Saint Paul,Saint Paul,4560,United States of America,Americas,Northern America,44.9537,-93.0899578,,0
ST080,Saint Vincent,Saint Vincent,6300,Saint Vincent & The Grenadines,Americas,Latin America and the Caribbean,13.0833,-61.2,,0
SA972,Saint-Martin-d'Hères,Saint-Martin-d'Hères,1470,France,Europe,Western Europe,45.1672,5.7653,,0
SA010,Saipan,Saipan,1751,Northern Mariana Islands,Oceania,Micronesia,15.1685,145.74081,,0
SA010,Sakakajang village,Sakakajang,2070,Indonesia,Asia,South-eastern Asia,-2.6,114.18333,,0
SA010,Sake,Sake,990,Democratic Republic of the Congo,Africa,Sub-Saharan Africa,-1.5709,29.052842,,0
SA043,Sakeo,Sa Keo,4200,Thailand,Asia,South-eastern Asia,13.8141,102.07222,,0
SA040,Sakrand,Sakrand,3300,Pakistan,Asia,Southern Asia,26.1384,68.27444,,0
SA160,Sal,Sal,6820,Cape Verde,Africa,Sub-Saharan Africa,16.75,-22.91667,,0
SA030,Salah Ad Din,Salah Ad Din,2130,Iraq,Asia,Western Asia,34.6158,43.678607,,0
SA050,Salalah,Salalah,6350,Oman,Asia,Western Asia,17.0078,54.09844,,0
SA010,Salamanga,Salamanga,6890,Mozambique,Africa,Sub-Saharan Africa,-26.4753,32.64833,,0
SA010,Salavan,Salavan,2460,Lao People's Democratic Republic,Asia,South-eastern Asia,15.75,106.25,,0
SA391,Salaya,Salaya,4200,Thailand,Asia,South-eastern Asia,13.8026,100.3243,,0
SA040,Salcaja,Salcaja,1680,Guatemala,Americas,Latin America and the Caribbean,14.8833,-91.45,,0
SA050,Salerno,Salerno,2220,Italy,Europe,Southern Europe,40.6784,14.767561,,0
SA752,Saleve,Saleve,1470,France,Europe,Western Europe,46.0942,6.140277778,,0
SA010,Salima,Salima,2690,Malawi,Africa,Sub-Saharan Africa,-13.7804,34.4587,,0
SA010,Sallum,Sallum,4500,Egypt,Africa,Northern Africa,31.5537,25.15793,,0
SA040,Salt Spring,Salt Spring,2280,Jamaica,Americas,Latin America and the Caribbean,18.4876,-77.86938,,0
SA150,Salta,Salta,240,Argentina,Americas,Latin America and the Caribbean,-24.7581,-65.43457,,0
SA010,Saltillo,Saltillo,2850,Mexico,Americas,Latin America and the Caribbean,25.423,-101.005338,,0
SA050,Salto,Salto,4620,Uruguay,Americas,Latin America and the Caribbean,-31.4167,-57,,0
SA210,Salvador,Salvador,540,Brazil,Americas,Latin America and the Caribbean,-12.9765,-38.479771,,0
SN010,Sam Neua,Sam Neua,2460,Lao People's Democratic Republic,Asia,South-eastern Asia,19.9667,104.68333,,0
SA010,Sam Ouandja,Sam Ouandja,750,Central African Republic,Africa,Sub-Saharan Africa,8.5286,23.25016,,0
SA513,Samaipata,Samaipata,510,Bolivia,Americas,Latin America and the Caribbean,-18.18,-63.87552,,0
SA030,Samarinda,Samarinda,2070,Indonesia,Asia,South-eastern Asia,-0.5,117.15,,0
SA010,Samarra,Samarra,2130,Iraq,Asia,Western Asia,34.1959,43.885675,,0
SA210,Samaru,Samaru,3210,Nigeria,Africa,Sub-Saharan Africa,11.1667,7.63228,,0
SA050,Samba Dia,Samba Dia,3810,Senegal,Africa,Sub-Saharan Africa,14.1308,-16.72733,,0
SA015,Sambava,Sambava,2670,Madagascar,Africa,Sub-Saharan Africa,-14.255,50.156587,2021,0
SA050,Samboja,Samboja,2070,Indonesia,Asia,South-eastern Asia,-6.0631,105.9016,,0
SA008,Samchi,Samchi,490,Bhutan,Asia,Southern Asia,27.0333,89.08333,,0
SA065,Same,Same,2070,Indonesia,Asia,South-eastern Asia,-8.9986,125.77778,2020,0
SA075,Same,Same,8100,Timor-Leste,Asia,South-eastern Asia,-9.0058,125.646162,2020,0
SA010,Samos,Samos,1650,Greece,Europe,Southern Europe,37.7529,26.978922,,0
SA010,Samraong,Samraong,660,Cambodia,Asia,South-eastern Asia,13.4931,103.89993,,0
SA697,Samsun,Samsun,4350,Türkiye,Asia,Western Asia,41.2833,36.333333,,0
SA040,Samut Prakarn,Samut Prakarn,4200,Thailand,Asia,South-eastern Asia,13.6044,100.70531,,0
SA020,Samut Sakhon,Samut Sakhon,4200,Thailand,Asia,South-eastern Asia,13.5667,100.21667,,0
SA010,San,San,2760,Mali,Africa,Sub-Saharan Africa,14.3091,-5.9629,,0
SA812,San Antonio,San Antonio,4560,United States of America,Americas,Northern America,29.4243,-98.491142,,0
SA060,San Antonio del Tachira,San Antonio del Tachira,4710,Venezuela,Americas,Latin America and the Caribbean,7.8167,-72.45,,0
SA020,San Carlos,San Carlos,3120,Nicaragua,Americas,Latin America and the Caribbean,14.664,-84.70189,,0
SA070,San Cristobal,San Cristobal,4710,Venezuela,Americas,Latin America and the Caribbean,7.7757,-72.221415,2020,0
SA020,San Cristobal De Las Casa,San Cristobal de las Casas,2850,Mexico,Americas,Latin America and the Caribbean,16.7379,-92.63819,,0
SA058,San Cristoballas Chiapas,San Cristoballas Chiapas,2850,Mexico,Americas,Latin America and the Caribbean,16.5,-92.5,,0
SA140,San Diego,San Diego,4560,United States of America,Americas,Northern America,32.715,-117.1625,,0
SA437,San Diego,San Diego,4560,United States of America,Americas,Northern America,32.715,-117.1625,,0
SA170,San Domingo,Sao Domingos,6820,Cape Verde,Africa,Sub-Saharan Africa,15.028,-23.563,,0
SA705,San Felipe,San Felipe,4710,Venezuela,Americas,Latin America and the Caribbean,10.3355,-68.74584167,,0
SA010,San Fernando,San Fernando,3420,Philippines,Asia,South-eastern Asia,7.8664,125.23361,,0
SF190,San Filipe (Fog,Sao Filipe,6820,Cape Verde,Africa,Sub-Saharan Africa,14.895,-24.498,,0
SA010,San Francisco,San Francisco,4560,United States of America,Americas,Northern America,37.7749,-122.419412,,0
SA030,San Francisco,San Francisco (Peten),1680,Guatemala,Americas,Latin America and the Caribbean,16.3222,-89.4222,,0
SA030,San Francisco De Macoris,San Francisco De Macoris,1260,Dominican Republic,Americas,Latin America and the Caribbean,19.3,-70.2,,0
SA010,San Gil,San Gil,930,Colombia,Americas,Latin America and the Caribbean,6.5595,-73.13637,,0
SI073,San Isidro,San Isidro,1020,Costa Rica,Americas,Latin America and the Caribbean,10.377,-84.57894,,0
SA030,San Jos de Oriente,San Jose de Oriente,930,Colombia,Americas,Latin America and the Caribbean,10.3501,-73.04275,,0
SA010,San Jose,San Jose,1020,Costa Rica,Americas,Latin America and the Caribbean,9.9333,-84.083325,2019,0
SA100,San Jose,San Jose,4620,Uruguay,Americas,Latin America and the Caribbean,-34.25,-56.75,2019,0
SA020,San Josedel Guaviare,San Josedel Guaviare,930,Colombia,Americas,Latin America and the Caribbean,2.5716,-72.642648,2019,0
SA050,San Juan,San Juan,6080,Puerto Rico,Americas,Latin America and the Caribbean,18.4663,-66.105712,,0
SA010,San Lorenzo,San Lorenzo,1350,Ecuador,Americas,Latin America and the Caribbean,1.2863,-78.83514,,0
SL010,San Lorenzo,San Lorenzo,1860,Honduras,Americas,Latin America and the Caribbean,13.4242,-87.44722,,0
SL015,San Lucas,San Lucas,1860,Honduras,Americas,Latin America and the Caribbean,13.7333,-86.95,,0
SA050,San Luis Potosi,San Luis Potosi,2850,Mexico,Americas,Latin America and the Caribbean,22.5,-100.5,,0
SA015,San Marcos,San Marcos,3390,Peru,Americas,Latin America and the Caribbean,-7.3353,-78.169722,,0
SA668,San Marcos,San Marcos,1680,Guatemala,Americas,Latin America and the Caribbean,14.96336111,-91.79513889,,0
SA020,San Marcos De Ocotepeque,San Marcos De Ocotepeque,1860,Honduras,Americas,Latin America and the Caribbean,14.4,-88.95,,0
AA209,San Mariano,San Mariano,3420,Philippines,Asia,South-eastern Asia,16.9835,122.0128,,0
SA000,San Marino,San Marino,5700,San Marino,Europe,Southern Europe,43.9333,12.45,,0
SA005,San Miguel,San Miguel,1380,El Salvador,Americas,Latin America and the Caribbean,13.5333,-88.28333,,0
SM010,San Miguel Leyte,San Miguel,3420,Philippines,Asia,South-eastern Asia,15.1423,120.97568,,0
SA010,San Pedro,San-Pedro,2250,Côte d'Ivoire,Africa,Sub-Saharan Africa,4.7538,-6.638401,,0
SA205,San Pedro de Atacama,San Pedro de Atacama,840,Chile,Americas,Latin America and the Caribbean,-22.9167,-68.2,,0
SA008,San Pedro Sula,San Pedro Sula,1860,Honduras,Americas,Latin America and the Caribbean,15.5042,-88.024991,2019,0
SA020,San Pedro Yepocapa,San Pedro Yepocapa,1680,Guatemala,Americas,Latin America and the Caribbean,14.499,-90.955,,0
SA010,San Salvador,San Salvador,1380,El Salvador,Americas,Latin America and the Caribbean,13.6977,-89.193001,2019,0
SA327,San sebastian,San sebastian,3990,Spain,Europe,Southern Europe,43.3214,-1.985556,,0
SA080,San Vicente,San Vicente,1380,El Salvador,Americas,Latin America and the Caribbean,13.5167,-88.75,,0
SA090,San Vincente Caguan,San Vincente Caguan,930,Colombia,Americas,Latin America and the Caribbean,2.1134,-74.769509,2019,0
SA020,Sanaa,Sanaa,9400,Yemen,Asia,Western Asia,15.3421,44.200517,2021,0
SA055,Sanandaj,Sanandaj,2100,Iran,Asia,Southern Asia,35.2817,46.99379,,0
SA103,Sandakan,Sandakan,2700,Malaysia,Asia,South-eastern Asia,5.8402,118.1179,,0
SA050,Sandhikharka,Sandhikharka,2970,Nepal,Asia,Southern Asia,27.9752,85.14374,,0
SA040,Sanfe Bagar,Sanphebagar,2970,Nepal,Asia,Southern Asia,29.2334,81.21809,,0
SA020,Sanga,Sanga,990,Democratic Republic of the Congo,Africa,Sub-Saharan Africa,-4.8292,14.967911,,0
SA280,Sanghar,Sanghar,3300,Pakistan,Asia,Southern Asia,34.5801,73.37771,,0
SA959,Sangkhlaburi,Sangkhlaburi,4200,Thailand,Asia,South-eastern Asia,15.1934,98.5279,,0
SA139,Sanibheri,Sanibheri,2970,Nepal,Asia,Southern Asia,28.63240568,82.36897655,,0
SA010,Saniquellie,Saniquellie,2550,Liberia,Africa,Sub-Saharan Africa,7.3622,-8.70611,,0
SA010,Sanliurfa,Sanliurfa,4350,Türkiye,Asia,Western Asia,37.1671,38.793915,2020,0
SA015,Santa Ana,Santa Ana,1380,El Salvador,Americas,Latin America and the Caribbean,14.1,-89.58333,,0
SA010,Santa Ana de Coro,Santa Ana de Coro,4710,Venezuela,Americas,Latin America and the Caribbean,11.4045,-69.67344,,0
SA802,Santa Bárbara,Santa Bárbara,840,Chile,Americas,Latin America and the Caribbean,-37.6706,-72.021389,,0
SA761,Santa Cecilia,Santa Cecilia,1020,Costa Rica,Americas,Latin America and the Caribbean,11.0605636,-85.4130509,,0
SA020,Santa Clara,Santa Clara,1050,Cuba,Americas,Latin America and the Caribbean,22.1783,-78.89759,,0
SA030,Santa Cruz,Santa Cruz,510,Bolivia,Americas,Latin America and the Caribbean,-17.5,-61.5,,0
SA055,Santa Cruz,Santa Cruz,1020,Costa Rica,Americas,Latin America and the Caribbean,10.2605,-85.5851,,0
SA010,Santa Cruz Island,Santa Cruz Island,6310,Solomon Islands,Oceania,Melanesia,-10.71,165.83,,0
SA010,Santa Elena,Santa Elena,1680,Guatemala,Americas,Latin America and the Caribbean,16.9147,-89.891501,2019,0
SA020,Santa Elena,Santa Elena,1350,Ecuador,Americas,Latin America and the Caribbean,-2.0833,-80.58333,2019,0
SA050,Santa Fe,Santa Fe,240,Argentina,Americas,Latin America and the Caribbean,-31,-61,,0
SA030,Santa Isabel,Santa Isabel,1350,Ecuador,Americas,Latin America and the Caribbean,-1.1167,-79.7,,0
SI073,Santa Isabel,Santa Isabel,1390,Equatorial Guinea,Africa,Sub-Saharan Africa,3.75,8.78333,,0
SA040,Santa Luca,San Lucas,930,Colombia,Americas,Latin America and the Caribbean,7.6667,-74.2,,0
SA050,Santa Rosa De Coban,Santa Rosa De Coban,1860,Honduras,Americas,Latin America and the Caribbean,15.4708,-90.37083,,0
SA070,Santander de Quillichao,Santander de Quilinchao,930,Colombia,Americas,Latin America and the Caribbean,3.0085,-76.48576,2019,0
SA010,Santarem,Santarem,540,Brazil,Americas,Latin America and the Caribbean,-2.4431,-54.70833,,0
SA030,Santiago,Santiago,840,Chile,Americas,Latin America and the Caribbean,-33.4569,-70.648263,2019,0
SA010,Santiago De,Santiago de Veraguas,3330,Panama,Americas,Latin America and the Caribbean,8.1057,-80.971128,,0
SA010,Santiago De Los Caballero,Santiago de los Caballeros,1260,Dominican Republic,Americas,Latin America and the Caribbean,19.45,-70.7,,0
SA180,Santo Antao,Santo Antao,6820,Cape Verde,Africa,Sub-Saharan Africa,17.07,-25.171,,0
SA020,Santo Domingo,Santo Domingo,1260,Dominican Republic,Americas,Latin America and the Caribbean,18.478,-69.936692,2019,0
SA050,Santo Domingo,Santo Domingo,1350,Ecuador,Americas,Latin America and the Caribbean,-0.2894,-79.18577,2019,0
6852,Sao Domingos,Sao Domingos,6850,Guinea-Bissau,Africa,Sub-Saharan Africa,12.4013,-16.196718,,0
SA253,Sao Domingos,Sao Domingos,6850,Guinea-Bissau,Africa,Sub-Saharan Africa,12.4013,-16.196718,2023,0
SA625,São José do Rio Preto,São José do Rio Preto,540,Brazil,Americas,Latin America and the Caribbean,-20.82,-49.378889,,0
SA240,Sao Jose Dos Campos,Sao Jose Dos Campos,540,Brazil,Americas,Latin America and the Caribbean,-22.1667,-45.1,,0
SA250,Sao Luis,Sao Luis,540,Brazil,Americas,Latin America and the Caribbean,-2.5297,-44.302773,,0
SA260,Sao Paulo,Sao Paulo,540,Brazil,Americas,Latin America and the Caribbean,-23.5475,-46.636107,2019,0
SA100,Sao Tome,Sao Tome,6830,Sao Tome and Principe,Africa,Sub-Saharan Africa,0.3389,6.731294,2021,0
SA070,Sao Vicente,Sao Vicente,6820,Cape Verde,Africa,Sub-Saharan Africa,16.8333,-25,,0
SA215,Sapele,Sapele,3210,Nigeria,Africa,Sub-Saharan Africa,5.3221,6.29496,,0
SA005,Sapouy,Sapouy,4590,Burkina Faso,Africa,Sub-Saharan Africa,11.5544,-1.77361,,0
SA497,Sapporo,Sapporo,2310,Japan,Asia,Eastern Asia,43.0618,141.3545,,0
SA050,Sapu,Sapu,1560,Gambia,Africa,Sub-Saharan Africa,13.55,-14.9,,0
SA010,Sara,Sara,810,Chad,Africa,Sub-Saharan Africa,10.6176,16.882,,0
4022G,Saraf Umra,Saraf Umra,4020,Sudan,Africa,Northern Africa,13.4495,23.266667,2021,0
SA201,Saraf Umra,Saraf Umra,4020,Sudan,Africa,Northern Africa,13.4495,23.266667,2023,0
SA714,Sarajevo,Sarajevo,1367,Bosnia and Herzegovina,Europe,Southern Europe,43.8508,18.386651,2019,0
SA004,Saravane,Saravane,2460,Lao People's Democratic Republic,Asia,South-eastern Asia,15.75,106.25,,0
SA050,Saravena,Saravena,930,Colombia,Americas,Latin America and the Caribbean,6.9538,-71.87523,,0
SA060,Sardinata,Sardinata,930,Colombia,Americas,Latin America and the Caribbean,4.2515,-73.51778,,0
SA290,Sargodha,Sargodha,3300,Pakistan,Asia,Southern Asia,32.0836,72.67111,,0
SA070,Sarh,Sarh,810,Chad,Africa,Sub-Saharan Africa,9.1429,18.3923,,0
SA010,Saria,Saria,4590,Burkina Faso,Africa,Sub-Saharan Africa,12.2667,-2.15,,0
SA185,Saskatoon,Saskatoon,720,Canada,Americas,Northern America,52.1285,-106.66211,,0
SA050,Sault Ste. Marie,Sault Ste. Marie,720,Canada,Americas,Northern America,46.5094,-84.32058,,0
SA079,Saurimo,Saurimo,6810,Angola,Africa,Sub-Saharan Africa,-9.694,20.42631,,0
SA005,Savannakhet,Savannakhet,2460,Lao People's Democratic Republic,Asia,South-eastern Asia,16.563,104.751437,,0
SA010,Sawi,Sawi,4200,Thailand,Asia,South-eastern Asia,10.2333,99.08333,,0
SA070,Say,Say,3180,Niger,Africa,Sub-Saharan Africa,13.2995,2.3102,,0
SA090,Sayaboury,Sayaboury,2460,Lao People's Democratic Republic,Asia,South-eastern Asia,18.5,101.5,,0
SC010,Scarborough,Scarborough,4290,Trinidad and Tobago,Americas,Latin America and the Caribbean,11.1831,-60.738333,,0
sc020,Schalamcheh,Shalamcheh,2100,Iran,Asia,Southern Asia,30.4953,48.06833,,0
SC754,Schiltigheim,Schiltigheim,1470,France,Europe,Western Europe,48.6069,7.749166667,,0
SC520,Schiphol Airp.,Schiphol Airp.,3000,Netherlands,Europe,Western Europe,52.3081,4.764167,,0
SC010,Schowak (same as Es Showak),Schowak (same as Es Showak),4020,Sudan,Africa,Northern Africa,,,,0
SC620,Scotland,Scotland,4530,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,56.26,-4.21,,0
SE010,Seattle,Seattle,4560,United States of America,Americas,Northern America,47.856,-122.15838,,0
SE035,Sebha,Sebha,2580,Libya,Africa,Northern Africa,27.0332,14.431692,,0
SE030,Secunderabad,Secunderabad,2040,India,Asia,Southern Asia,17.5043,78.54263,,0
SE080,Segou,Segou,2760,Mali,Africa,Sub-Saharan Africa,13.6,-5.9,,0
SE732,Segovia,Segovia,3990,Spain,Europe,Southern Europe,40.9494,-4.119166667,,0
SE075,Seguela,Seguela,2250,Côte d'Ivoire,Africa,Sub-Saharan Africa,7.5547,-4.39861,,0
SE005,Seibersdorf,Seibersdorf,300,Austria,Europe,Western Europe,47.9585,16.518216,,0
SE070,Sekondi,Sekondi,1620,Ghana,Africa,Sub-Saharan Africa,5.1704,-1.56257,,0
SE040,Sekong,Sekong,2460,Lao People's Democratic Republic,Asia,South-eastern Asia,15.3485,106.721999,,0
SE043,Selebepikwe,Selebi-Phikwe,520,Botswana,Africa,Sub-Saharan Africa,-21.979,27.84296,,0
SE010,Selibaby,Selibaby,2820,Mauritania,Africa,Sub-Saharan Africa,15.159,-12.1829,,0
SE147,Semarang,Semarang,2070,Indonesia,Asia,South-eastern Asia,-6.9904,110.422941,,0
SE010,Semera,Semera,1410,Ethiopia,Africa,Sub-Saharan Africa,11.791,41.010451,2021,0
SE050,Semuto,Semuto,4380,Uganda,Africa,Sub-Saharan Africa,0.6272,32.31333,,0
SE067,Sennar,Sennar,4020,Sudan,Africa,Northern Africa,13.5691,33.56718,,0
SE050,Sentani,Sentani,2070,Indonesia,Asia,South-eastern Asia,-2.5691,140.5127,,0
SE001,Seogwipo,Seogwipo,5670,Republic of Korea,Asia,Eastern Asia,33.2528,126.5611111,,0
SE020,Seoul,Seoul,5670,Republic of Korea,Asia,Eastern Asia,37.566,126.978396,2020,0
SE011,Sepilok(Saba),Sepilok,2700,Malaysia,Asia,South-eastern Asia,5.8773,117.95051,,0
SE010,Serang,Serang,2070,Indonesia,Asia,South-eastern Asia,-7.8353,110.16556,,0
SE010,Serdang,Serdang,2700,Malaysia,Asia,South-eastern Asia,3.0333,101.71667,,0
SE070,Serenje,Serenje,4980,Zambia,Africa,Sub-Saharan Africa,-13.2325,30.23522,,0
SE050,Serowe,Serowe,520,Botswana,Africa,Sub-Saharan Africa,-22.3875,26.71077,,0
SE171,Serres,Serres,1650,Greece,Europe,Southern Europe,41.0909,23.54132,,0
SE070,Serui,Serui,2070,Indonesia,Asia,South-eastern Asia,-1.8802,136.2426,,0
SE734,Settat,Settat,2910,Morocco,Africa,Northern Africa,33,-7.616667,,0
SE331,Sevenoaks,Sevenoaks,4530,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,51.2781,0.1874,,0
SE888,Severodonetsk,Severodonetsk,4410,Ukraine,Europe,Eastern Europe,48.9458,38.497551,2019,0
SE947,Sewanee,Sewanee,4560,United States of America,Americas,Northern America,35.2011,-85.92138889,,0
SE010,Seyoun,Seiyun,9400,Yemen,Asia,Western Asia,15.9433,48.79333,,0
SF070,Sfax,Sfax,4320,Tunisia,Africa,Northern Africa,34.7406,10.76028,,0
SH010,Shaartuz,Shaartuz,7614,Tajikistan,Asia,Central Asia,37.2621,68.13849,,0
SH010,Shabelli,Shabelli,3920,Somalia,Africa,Sub-Saharan Africa,3,46,,0
SH020,Shabunda,Shabunda,990,Democratic Republic of the Congo,Africa,Sub-Saharan Africa,-1.2334,28.079883,,0
SH010,Shaheed Benazirabad,Shaheed Benazirabad,3300,Pakistan,Asia,Southern Asia,,,,0
SH010,Shangai,Shangai,860,China,Asia,Eastern Asia,24.8814,107.982,,0
SH010,Shangel Tobaye,Shangil Tobayi,4020,Sudan,Africa,Northern Africa,13.0441,25.205548,,0
SH011,Shaqlawa,Shaqlawa,2130,Iraq,Asia,Western Asia,36.4113,44.35008,,0
SH010,Sharana,Sharana,60,Afghanistan,Asia,Southern Asia,31.099,66.84188,,0
SH040,Sharjah,Sharjah,4490,United Arab Emirates,Asia,Western Asia,25,55.75,,0
SH030,Sheberghan,Sheberghan,60,Afghanistan,Asia,Southern Asia,36.6676,65.7529,,0
SH010,Sheddar,Sheder,1410,Ethiopia,Africa,Sub-Saharan Africa,9.6931,43.123611,,0
SH142,Sheffield,Sheffield,4530,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,53.3824,-1.4719,,0
SH283,Sheffield,Sheffield,4530,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,53.3824,-1.4719,,0
SH020,Shenge,Shenge,3900,Sierra Leone,Africa,Sub-Saharan Africa,7.9144,-12.9575,,0
SH872,Shengjin,Shengjin,90,Albania,Europe,Southern Europe,41.81666667,19.6,,0
SH065,Sherani,Sherani,3300,Pakistan,Asia,Southern Asia,28.2664,67.37629,,0
SH030,Sheria,Sheria,4020,Sudan,Africa,Northern Africa,13.45,30.2,,0
SH050,Shiga,Shiga,2310,Japan,Asia,Eastern Asia,35.2167,136.13333,,0
SH020,Shimelba,Aksum,1410,Ethiopia,Africa,Sub-Saharan Africa,14.1211,38.72337,,0
SH010,Shimla,Shimla,2040,India,Asia,Southern Asia,28.6928,74.57112,,0
SH110,Shinyanga,Shinyanga,4550,United Republic of Tanzania,Africa,Sub-Saharan Africa,-3.6667,32.91667,,0
SH071,Shiraro,Aksum,1410,Ethiopia,Africa,Sub-Saharan Africa,14.1211,38.72337,,0
SH039,Shiraz,Shiraz,2100,Iran,Asia,Southern Asia,29.6103,52.531126,2020,0
SH060,Shire,Shire,1410,Ethiopia,Africa,Sub-Saharan Africa,14.1031,38.28289,,0
SH281,Shiwalaya,Shiwalaya,2970,Nepal,Asia,Southern Asia,28.69295197,81.88902644,,0
SH035,Shkoder,Shkoder,90,Albania,Europe,Southern Europe,42.1833,19.75,,0
EL050,Showak,Showak,4020,Sudan,Africa,Northern Africa,14.3959,35.87062,,0
SH599,Shropshire,Shropshire,4530,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,52.7081,-2.754444444,,0
SH010,Shusha,Shusha,4320,Tunisia,Africa,Northern Africa,33.1331,11.216111,,0
SI141,Siakago,Siakago,2400,Kenya,Africa,Sub-Saharan Africa,-0.5833,37.63333,,0
SI030,Sibenik,Sibenik,1676,Croatia,Europe,Southern Europe,43.8333,15.91667,,0
SI010,Sibiti,Sibiti,3380,Republic of the Congo,Africa,Sub-Saharan Africa,-3.6819,13.34985,,0
SI010,Siblin,Siblin,2490,Lebanon,Asia,Western Asia,33.6222,35.43506,,0
SI010,Sibut,Sibut,750,Central African Republic,Africa,Sub-Saharan Africa,5.718,19.07389,,0
SI020,Sidamo,Sidamo,1410,Ethiopia,Africa,Sub-Saharan Africa,7.85,36.08333,,0
SI083,Sidi Bou-Zid,Sidi Bou-Zid,4320,Tunisia,Africa,Northern Africa,34.8333,9.5,,0
SI010,Sidi-Mousa,Sidi Moussa,120,Algeria,Africa,Northern Africa,36.6064,3.08783,,0
SI050,Sidja,Shangil Tobayi,6850,Guinea-Bissau,Africa,Sub-Saharan Africa,11.5662,-15.949571,,0
SI011,Sido,Sido,810,Chad,Africa,Sub-Saharan Africa,8.5833,19.05,,0
SI025,Siem Reap,Siem Reap,660,Cambodia,Asia,South-eastern Asia,13.3581,103.857519,,0
SI010,Sigli,Sigli,2070,Indonesia,Asia,South-eastern Asia,5.3848,95.9609,,0
SI010,Siguatepeque,Siguatepeque,1860,Honduras,Americas,Latin America and the Caribbean,14.6,-87.83333,,0
SH100,Sihanoukville,Sihanoukville,660,Cambodia,Asia,South-eastern Asia,10.6667,103.75,,0
SI020,Sikakap,Sikakap,2070,Indonesia,Asia,South-eastern Asia,-2.7667,100.21667,,0
SI090,Sikasso,Sikasso,2760,Mali,Africa,Sub-Saharan Africa,11.3176,-5.666537,2021,0
SI040,Sikhiu,Sikhiu,4200,Thailand,Asia,South-eastern Asia,14.8994,101.70833,,0
SI010,Silgarhi Doti,Silgarhi Doti,2970,Nepal,Asia,Southern Asia,29.267,80.97119,,0
SI090,Siliana,Siliana,4320,Tunisia,Africa,Northern Africa,36.0863,9.372276,,0
SI050,Silopi,Silopi,4350,Türkiye,Asia,Western Asia,37.2497,42.46944,,0
SI005,Simferopol,Simferopol,4410,Ukraine,Europe,Eastern Europe,44.9572,34.11079,,0
SI020,Simikot. Humla District,Simikot. Humla District,2970,Nepal,Asia,Southern Asia,29.9659,81.82725,,0
SI009,Simthoka,Timphu,490,Bhutan,Asia,Southern Asia,27.4661,89.64191,,0
SI100,Sincelejo,Sincelejo,930,Colombia,Americas,Latin America and the Caribbean,9.2973,-75.392656,2019,0
SI030,Sindhuli,Sindhuli,2970,Nepal,Asia,Southern Asia,27.281,85.954,,0
SI050,Sindhuligadhi,Sindhuligadhi,2970,Nepal,Asia,Southern Asia,27.2832,85.95482,,0
SI050,Sinematiali,Sinematiali,2250,Côte d'Ivoire,Africa,Sub-Saharan Africa,9.5841,-5.38476,,0
SI020,Singapore,Singapore,3910,Singapore,Asia,South-eastern Asia,1.2897,103.85006,2020,0
SI313,Singida,Singida,4550,United Republic of Tanzania,Africa,Sub-Saharan Africa,-4.82,34.7,,0
SI060,Singkil,Singkil,2070,Indonesia,Asia,South-eastern Asia,-7.5164,110.61056,,0
SI050,Sinkat,Sinkat,4020,Sudan,Africa,Northern Africa,18.8405,36.8351,,0
SI050,Sinpo City,Sinpo City,5150,Democratic People's Republic of Korea,Asia,Eastern Asia,37.8339,126.13083,,0
SI200,Sioux Falls,Sioux Falls,4560,United States of America,Americas,Northern America,43.5269,-96.60866,,0
SI937,Siphofaneni,Siphofaneni,4030,Eswatini,Africa,Sub-Saharan Africa,-26.681874,31.682628,,0
SI665,Siquijor,Siquijor,3420,Philippines,Asia,South-eastern Asia,9.18,123.58,,0
SI020,Sirajganj,Sirajganj,5070,Bangladesh,Asia,Southern Asia,24.4577,89.70802,,0
SI010,Sirajgong,Sirajganj,5070,Bangladesh,Asia,Southern Asia,24.4577,89.70802,,0
SI070,Sirigao City,Surigao City,3420,Philippines,Asia,South-eastern Asia,9.7833,125.483333,,0
SI010,Sirinka,Sirink´a,1410,Ethiopia,Africa,Sub-Saharan Africa,11.75,39.6,,0
SI090,Sirs-El-Layyan,Sirs-El-Layyan,4500,Egypt,Africa,Northern Africa,30.4428,30.96975,,0
SI036,Sirte,Sirte,2580,Libya,Africa,Northern Africa,31.2089,16.58866,,0
SI010,Sisak,Sisak,1676,Croatia,Europe,Southern Europe,45.4167,16.5,,0
SI073,Sisophon,Sisophon,660,Cambodia,Asia,South-eastern Asia,13.75,103,,0
SI010,Siteki,Siteki,4030,Eswatini,Africa,Sub-Saharan Africa,-26.45,31.95,,0
SI078,Sittwe,Sittwe,600,Myanmar,Asia,South-eastern Asia,20.1391,92.89475,2020,0
SI021,Siuna,Siuna,3120,Nicaragua,Americas,Latin America and the Caribbean,13.7332,-84.77725,,0
